gid,role,role_score,cluster_id,priority_score,evidence,secondary_role,uncertainty_reason,depth,is_seed,truncated_by_depth,p_continue,in_deg,out_deg,in_tx,out_tx,in_kzt,out_kzt,pagerank,pass_through,retention,balance_similarity,fifo_0d,fifo_1d,fifo_2d,median_fifo_lag,pagerank_amount,pagerank_count,hits_authority,hits_hub,betweenness,weighted_betweenness,direct_seed_in,seed_affinity,n_seed_reachable,max_in_sources_day,max_out_targets_day,repeated_in_edges,repeated_out_edges,repeat_route_count,reciprocal_neighbors,cycle_count,temporal_cycle_count,participation,fragmentation_impact,cluster_stability,component_id,role_stability,observability,score_consolidator,score_transit,score_distributor,score_terminal,score_coordinator,score_peripheral,priority_connectivity,priority_exposure,priority_seed,priority_temporal,priority_role,priority_uncertainty
100000003200071100,peripheral,0.8929466858789625,66,0.08852313167259787,"Недостаточно признаков специальной роли: 0 отправителей, 1 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,нет существенной по наблюдаемым данным,0,True,False,0.09308886432266347,0,1,0,1,0.0,30000.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,9.376434272317982e-149,0.0,0.0,0,1.0,1,0,1,0.0,0.0,0,0,0,0,0.0,0,1.0,14,1.0,1.0,0.0,0.039434724091520865,0.23789625360230549,0.09069111356773366,0.20554926184786734,0.7621037463976945,0.0,0.2291936395147538,0.5632562277580072,0.08771613832853026,0.23789625360230549,0.024535938685516765
100000003265658100,peripheral,0.35,71,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,нет наблюдаемых рёбер,0,True,False,0.09308886432266347,0,0,0,0,0.0,0.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,1.0,17,1.0,0.45,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463
100000003349739100,peripheral,0.35,72,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,нет наблюдаемых рёбер,0,True,False,0.09308886432266347,0,0,0,0,0.0,0.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,1.0,18,1.0,0.45,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463
100000003684369100,coordinator,0.7873145775699566,3,0.9995551601423488,"Гипотеза связующего узла: 24 отправ., 62 получ.; связи с 11 группами. Проверить маршруты. Внешние поступления могут быть скрыты.",peripheral,нет существенной по наблюдаемым данным,0,True,False,0.9899500932163201,24,62,58,67,3848436.0,8588655.0,0.0020068761609595832,2.2317260830113845,0.0,0.44808366385656423,0.8874932570010259,0.96461575559526,0.9776080464895349,0.0,0.0020068761609595832,0.0021347527180950363,0.006062261908180431,0.024295276411293365,0.0023030748381841454,0.0023111848745789873,1,2.1722094195502764,7,6,8,11.0,5.0,19,1,1,1,0.3345568711786453,58,0.9140949425360565,0,1.0,0.85,0.7985720761559383,0.8734573381350929,0.9897694524495677,0.5495544013764642,0.8361165426665531,0.05,0.8313241073327049,0.9962669818070298,0.8398230626770281,0.8639533762742244,0.9897694524495677,0.2118914638787325
100000003770083100,peripheral,0.35,73,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,нет наблюдаемых рёбер,0,True,False,0.09308886432266347,0,0,0,0,0.0,0.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,1.0,19,1.0,0.45,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463
100000003975102100,peripheral,0.47182849344035654,5,0.7953736654804271,"Недостаточно признаков специальной роли: 1 отправителей, 2 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",transit,role margin=0.00,0,True,False,0.21036993871524035,1,2,1,2,25650.0,88500.0,0.0003434865107981962,3.4502923976608186,0.0,0.28983050847457625,0.0,1.0,1.0,1.0,0.0003434865107981962,0.0003710883556963824,2.3723310768722016e-96,4.1194229835349776e-07,5.914683513904559e-06,9.709195717967283e-06,0,1.2465969639416066,2,1,1,0.0,0.0,0,0,0,0,0.40349272623702315,0,0.969997822742277,0,1.0,1.0,0.26691976427923847,0.5070477923547633,0.48015129682997115,0.2457014467449764,0.4905854568920225,0.49295220764523673,0.2549438157703472,0.6537634369975844,0.6362210854092527,0.2498974143137602,0.5070477923547633,0.34529921945262476
100000003977183100,peripheral,0.3495965417867435,7,0.9083629893238434,"Недостаточно признаков специальной роли: 2 отправителей, 4 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,role margin=0.00,0,True,False,0.37985834003082836,2,4,2,6,123800.0,766000.0,0.0003296103342642396,6.187399030694669,0.0,0.16161879895561357,0.6623586429725363,0.6623586429725363,0.6623586429725363,0.0,0.0003296103342642396,0.00040031338546908305,2.362506939292272e-05,2.757610573553439e-05,1.5851748110966993e-06,1.5851748110966993e-06,1,1.4965853037914094,2,1,2,0.0,1.0,0,1,1,1,0.0,2,0.8045376578824264,0,1.0,1.0,0.5999206708975522,0.39071309007831834,0.7786743515850144,0.4461483455073433,0.4067480464487166,0.2213256484149856,0.22662517858670206,0.8328002438384254,0.782972528869199,0.44445636142113665,0.7786743515850144,0.5416561585933551
100000004007116100,peripheral,0.3268609341518607,22,0.8727758007117438,"Недостаточно признаков специальной роли: 3 отправителей, 4 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",consolidator,role margin=0.00,0,True,False,0.9485682109518407,3,4,24,6,764704.0,148000.0,0.0006237325141587504,0.19353893794200108,0.806461062057999,0.19353893794200108,0.3435810810810811,0.566554054054054,0.6621621621621622,2.0,0.0006237325141587504,0.00075647263715077,3.8480282747161215e-67,4.9319968497946595e-67,3.962937027741748e-07,3.962937027741748e-07,0,1.0,1,1,1,3.0,1.0,0,2,16,3,0.0,0,1.0,2,1.0,1.0,0.8291979241069762,0.36222388617923357,0.6123198847262248,0.7199294826287421,0.4358294052328094,0.17080207589302376,0.013021702838063441,0.9365521458484007,0.5632562277580072,0.6303587010317001,0.8291979241069762,0.6304298365744628
100000004019124100,peripheral,0.3303105167724388,5,0.8576512455516014,"Недостаточно признаков специальной роли: 3 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",consolidator,role margin=0.00,0,True,False,0.4950727065204652,3,0,3,0,193000.0,0.0,0.0011947527845781283,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0011947527845781283,0.0011820428173629264,1.805812205070281e-08,0.0,0.0,0.0,2,2.6088209637190136,6,1,0,0.0,0.0,0,0,0,0,0.0,1,0.969997822742277,0,1.0,1.0,0.821532184950136,0.10868102288021535,0.0,0.784853563436802,0.3625518058965681,0.17846781504986398,0.07343453510436432,0.8115180993343967,0.9893495351877406,0.11480054397098821,0.821532184950136,0.5434651365730648
100000004021459100,peripheral,0.35,74,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,нет наблюдаемых рёбер,0,True,False,0.09308886432266347,0,0,0,0,0.0,0.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,1.0,20,1.0,0.45,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463
100000004041163100,peripheral,0.42213796829971184,17,0.9194839857651246,"Недостаточно признаков специальной роли: 1 отправителей, 2 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,role margin=0.00,0,True,False,0.11617770318425981,1,2,1,6,50000.0,866000.0,0.0020671353889679996,17.32,0.0,0.057736720554272515,0.96,0.96,0.96,0.0,0.0020671353889679996,0.0033699759511556997,1.4391457046446318e-145,6.000374128055065e-07,2.3381328463676314e-05,2.3381328463676314e-05,1,2.851190248749878,9,1,1,0.0,2.0,0,1,1,1,0.0,1,1.0,0,1.0,1.0,0.27378739800543966,0.5263577863688125,0.6174711815561958,0.27055584708864566,0.530927064650021,0.38252881844380415,0.2664228489607917,0.9388463540294627,0.8424809808264944,0.3723868420559921,0.6174711815561958,0.5425236615938733
100000004174835100,peripheral,0.35,75,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,нет наблюдаемых рёбер,0,True,False,0.09308886432266347,0,0,0,0,0.0,0.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,1.0,21,1.0,0.45,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463
100000004193835100,peripheral,0.4202562105223697,5,0.7424377224199288,"Недостаточно признаков специальной роли: 1 отправителей, 1 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",terminal,role margin=0.00,0,True,False,0.19399583328089362,1,1,1,1,47000.0,5000.0,0.0004671329184076294,0.10638297872340426,0.8936170212765957,0.10638297872340424,1.0,1.0,1.0,0.0,0.0004671329184076294,0.00044574193773482397,4.715323232974826e-11,3.542803697279457e-07,6.6775488917448465e-06,1.1888811083225246e-06,0,1.4298634548198064,4,1,1,0.0,0.0,0,0,0,0,0.17381656804733736,0,0.969997822742277,0,1.0,1.0,0.49992694006674254,0.4482182571498491,0.25554755043227667,0.6216528655058451,0.4381574427770586,0.3783471344941549,0.14810964624418005,0.6072705472508139,0.6815947508896798,0.12653675857605529,0.6216528655058451,0.3520613283013412
100000004269433100,peripheral,0.45191642651296826,14,0.6379003558718861,"Недостаточно признаков специальной роли: 0 отправителей, 1 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,role margin=0.00,0,True,False,0.09308886432266347,0,1,0,67,0.0,1372000.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,2.1256126330487626e-130,0.0,0.0,0,1.0,1,0,1,0.0,1.0,0,0,0,0,0.0,0,0.7179878048780488,0,1.0,1.0,0.0,0.1493270524899058,0.5512968299711816,0.09069111356773366,0.20554926184786734,0.44870317002881843,0.0,0.7045315677673012,0.5632562277580072,0.08771613832853026,0.5512968299711816,0.38614217929632333
100000004358004100,distributor,0.9590201729106629,3,0.9061387900355872,"Гипотеза распределения: 11 получателей; выход ≈980,9 тыс. ₸. Исходящий объём преобладает. Внешние поступления могут быть скрыты.",peripheral,нет существенной по наблюдаемым данным,0,True,False,0.09308886432266347,0,11,0,17,0.0,980850.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.007177780534976303,0.0,0.0,0,1.0,1,0,3,0.0,2.0,0,0,0,0,0.30551654383825755,13,0.9140949425360565,0,1.0,1.0,0.0,0.14253028263795425,0.9089337175792508,0.09069111356773366,0.3118839968170339,0.09106628242074921,0.40843275773157167,0.9452949268420079,0.5632562277580072,0.22460374639769454,0.9089337175792508,0.03873802265041306
100000004388983100,peripheral,0.3847568443804034,63,0.7402135231316725,"Недостаточно признаков специальной роли: 0 отправителей, 2 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,role margin=0.00,0,True,False,0.09308886432266347,0,2,0,23,0.0,450816.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,3.094205951878688e-118,0.0,0.0,0,1.0,1,0,2,0.0,2.0,0,0,0,0,0.0,1,1.0,13,1.0,1.0,0.0,0.14539030955585464,0.7005403458213257,0.09069111356773366,0.2230996941245244,0.29945965417867426,0.07343453510436432,0.6961752856956313,0.5632562277580072,0.19740634005763688,0.7005403458213257,0.4283170796357543
100000004714705100,peripheral,0.8895100864553314,17,0.11254448398576512,"Недостаточно признаков специальной роли: 0 отправителей, 1 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,нет существенной по наблюдаемым данным,0,True,False,0.09308886432266347,0,1,0,1,0.0,36550.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,1.1920124387430523e-147,0.0,0.0,0,1.0,1,0,1,0.0,0.0,0,0,0,0,0.0,0,1.0,0,1.0,1.0,0.0,0.039434724091520865,0.24553314121037462,0.09069111356773366,0.20554926184786734,0.7544668587896254,0.0,0.24919265692088696,0.5632562277580072,0.08771613832853026,0.24553314121037462,0.027533275119155074
100000004723755100,peripheral,0.7010698847262247,3,0.45907473309608543,"Недостаточно признаков специальной роли: 0 отправителей, 1 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,нет существенной по наблюдаемым данным,0,True,False,0.09308886432266347,0,1,0,5,0.0,95000.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,1.0688843705033881e-122,0.0,0.0,0,1.0,1,0,1,0.0,1.0,0,0,0,0,0.0,0,0.9140949425360565,0,1.0,1.0,0.0,0.1234522207267833,0.42067723342939484,0.09069111356773366,0.20554926184786734,0.5793227665706051,0.0,0.5485579788561314,0.5632562277580072,0.08771613832853026,0.42067723342939484,0.16398049985381258
100000004813068100,peripheral,0.4356087896253602,21,0.7384341637010676,"Недостаточно признаков специальной роли: 0 отправителей, 3 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,role margin=0.00,0,True,False,0.09308886432266347,0,3,0,5,0.0,297000.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,2.1200362216734997e-113,0.0,0.0,0,1.0,1,0,1,0.0,2.0,0,0,0,0,0.0,3,1.0,0,1.0,1.0,0.0,0.1234522207267833,0.587536023054755,0.09069111356773366,0.20554926184786734,0.41246397694524495,0.21062618595825425,0.6453341336301801,0.5632562277580072,0.08771613832853026,0.587536023054755,0.36422091277560686
100000004971871100,peripheral,0.45538926093416005,57,0.6903914590747331,"Недостаточно признаков специальной роли: 1 отправителей, 1 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",terminal,role margin=0.00,0,True,False,0.5177567797548985,1,1,3,1,25400.0,5650.0,0.0007369540977598816,0.22244094488188976,0.7775590551181102,0.22244094488188976,0.0,0.0,1.0,2.0,0.0007369540977598816,0.0010142625424889456,2.0867899467693224e-130,4.910949720183499e-159,0.0,0.0,0,1.0,1,1,1,1.0,0.0,0,1,1,1,0.0,0,1.0,11,1.0,1.0,0.504775183643749,0.162388592744884,0.17521613832853028,0.543579420146311,0.39197084535808135,0.456420579853689,0.0,0.6871774362216592,0.5632562277580072,0.27557042642359864,0.543579420146311,0.3742442114100469
100000005017150100,peripheral,0.35,76,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,нет наблюдаемых рёбер,0,True,False,0.09308886432266347,0,0,0,0,0.0,0.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,1.0,22,1.0,0.45,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463
100000005087431100,peripheral,0.35,77,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,нет наблюдаемых рёбер,0,True,False,0.09308886432266347,0,0,0,0,0.0,0.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,1.0,23,1.0,0.45,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463
100000005235389100,peripheral,0.35,78,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,нет наблюдаемых рёбер,0,True,False,0.09308886432266347,0,0,0,0,0.0,0.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,1.0,24,1.0,0.45,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463
100000005264990100,peripheral,0.4703794014913407,17,0.87144128113879,"Недостаточно признаков специальной роли: 1 отправителей, 2 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,role margin=0.00,0,True,False,0.21870691049653063,1,2,1,2,17070.0,122000.0,0.0003618905598964877,7.147041593438781,0.0,0.13991803278688525,0.0,0.0,0.0,-1.0,0.0003618905598964877,0.0003940619118809635,1.0438583197884361e-07,4.27045017192092e-07,7.765375105859955e-05,8.559943979922176e-05,0,1.2449128565059637,3,1,1,0.0,0.0,0,0,0,0,0.0,7,1.0,0,1.0,1.0,0.2726541251133273,0.28123891992173267,0.4926152737752162,0.2443691094943179,0.5102679966859096,0.4897320033140904,0.5493003836248269,0.6783510870137894,0.6620217971530249,0.11480054397098821,0.5102679966859096,0.3592687087032428
